msg_id,channel,received_at,sender_name,sender_email,subject,body,address_in_msg,county_in_msg,listing_in_msg,bucket,expected_topic,expected_urgency,expected_owner
EM-0474,email,2026-03-25T04:44:00Z,Sophie Davis,sophie.davis65@outlook.com,Urgent - apartment issue,"Gas leak smell in the apartment, I called 911. 4516 Oak Ave, Kennesaw, GA","4516 Oak Ave, Kennesaw, GA",Cobb,,rent_manage,tenant_issue,P0,Nathalie
EM-0475,email,2026-05-09T03:06:00Z,Olivia Miller,olivia.miller38@outlook.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"941 Sycamore Blvd, Kennesaw, GA",Cobb,,rent_manage,maintenance,P2,Noa
EM-0476,email,2026-03-28T13:45:00Z,Marco Williams,marco.williams59@yahoo.com,Selling our home,"Hi Nathalie, I'd like to sell my house at 5287 Cedar Trail, Sandy Springs, GA. What's the market like in Fulton right now?","5287 Cedar Trail, Sandy Springs, GA",Fulton,,buy_sell,seller_lead,P2,Nathalie
EM-0477,email,2026-05-11T17:23:00Z,Kate Romano,kate.romano58@yahoo.com,Showing time change,"I'm at 7507 Cedar Trail, Marietta, GA but the door is locked. Are you on the way?","7507 Cedar Trail, Marietta, GA",Cobb,,buy_sell,showing,P1,Fabi
EM-0478,email,2026-03-26T13:49:00Z,Mike Martinez,mike.martinez46@icloud.com,Calendar question,"Can we set up a walkthrough next Tuesday for the move-out at 6444 Willow Pkwy, Kennesaw, GA?","6444 Willow Pkwy, Kennesaw, GA",Cobb,,rent_manage,scheduling,P2,Noa
EM-0479,email,2026-05-05T10:51:00Z,Aisha Khan,aisha.khan21@outlook.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0480,email,2026-05-10T18:14:00Z,Emily Johnson,emily.johnson61@icloud.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"7088 Peachtree St, Smyrna, GA",Cobb,,buy_sell,contract,P2,Noa
EM-0481,email,2026-03-26T22:44:00Z,Kate Rodriguez,kate.rodriguez3@outlook.com,Document request,"Could you send me the seller's disclosure for 763 Peachtree St, Dunwoody, GA (MLS MLS-7151057)?","763 Peachtree St, Dunwoody, GA",DeKalb,MLS-7151057,buy_sell,document,P2,Noa
EM-0482,email,2026-05-12T21:57:00Z,Brian Martinez,brian.martinez62@outlook.com,Question about your listing,Looking for a 3BR/2BA in Cherokee county under $550k. Do you have anything coming up?,"2577 Pine Rd, Woodstock, GA",Cherokee,,buy_sell,buyer_lead,P2,Fabi
EM-0483,email,2026-04-14T07:24:00Z,Nina Johnson,nina.johnson41@yahoo.com,Urgent - apartment issue,"Gas leak smell in the apartment, I called 911. 672 Willow Pkwy, Cumming, GA","672 Willow Pkwy, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P0,Nathalie
EM-0484,email,2026-04-15T14:40:00Z,Aaron Romano,aaron.romano81@example-mail.test,Urgent - apartment issue,"Gas leak smell in the apartment, I called 911. 9862 Peachtree St, Brookhaven, GA","9862 Peachtree St, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P0,Nathalie
EM-0485,email,2026-03-24T10:37:00Z,Tara Davis,tara.davis22@outlook.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 9873 Birch Ct, Sandy Springs, GA","9873 Birch Ct, Sandy Springs, GA",Fulton,,rent_manage,tenant_issue,P2,Nathalie
EM-0486,email,2026-04-08T14:26:00Z,Emily Williams,emily.williams48@outlook.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0487,email,2026-05-02T09:17:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0488,email,2026-04-30T12:48:00Z,Linda Miller,linda.miller69@yahoo.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0489,email,2026-04-26T18:35:00Z,Marco Brown,marco.brown19@example-mail.test,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"1037 Pine Rd, Atlanta, GA",Fulton,,buy_sell,deal,P0,Nathalie
EM-0490,email,2026-04-14T07:12:00Z,Sophie Williams,sophie.williams55@yahoo.com,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","3469 Birch Ct, Canton, GA",Cherokee,,rent_manage,admin,P3,Noa
EM-0491,email,2026-05-01T15:01:00Z,Nina Davis,nina.davis71@example-mail.test,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"2938 Willow Pkwy, Decatur, GA",DeKalb,,buy_sell,contract,P2,Noa
EM-0492,email,2026-04-01T12:18:00Z,Emily Singh,emily.singh26@gmail.com,Selling our home,"Hi Nathalie, I'd like to sell my house at 5890 Peachtree St, Woodstock, GA. What's the market like in Cherokee right now?","5890 Peachtree St, Woodstock, GA",Cherokee,,buy_sell,seller_lead,P2,Fabi
EM-0493,email,2026-03-25T09:22:00Z,Anna Johnson,anna.johnson90@outlook.com,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","2456 Riverbend Way, Atlanta, GA",Fulton,,rent_manage,admin,P3,Noa
EM-0494,email,2026-05-07T11:57:00Z,Priya Rodriguez,priya.rodriguez37@example-mail.test,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 7574 Oak Ave, Roswell, GA!!","7574 Oak Ave, Roswell, GA",Fulton,,rent_manage,tenant_issue,P0,Nathalie
EM-0495,email,2026-04-12T19:52:00Z,Sara Romano,sara.romano40@icloud.com,Urgent - apartment issue,"Locked out of 2183 Magnolia Ln, Duluth, GA at 11pm with the kids in the car.","2183 Magnolia Ln, Duluth, GA",Gwinnett,,rent_manage,tenant_issue,P0,Nathalie
EM-0496,email,2026-04-27T21:30:00Z,Ben Khan,ben.khan93@yahoo.com,Contract / signature needed,"Need to renew the lease at 343 Sycamore Blvd, Atlanta, GA. Can you send the renewal terms?","343 Sycamore Blvd, Atlanta, GA",Fulton,,rent_manage,contract,P2,Noa
EM-0497,email,2026-05-08T10:38:00Z,Definitely Not A Scam,win219@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0498,email,2026-04-13T09:15:00Z,Jorge Williams,jorge.williams27@outlook.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0499,email,2026-05-06T09:30:00Z,Emily Davis,emily.davis72@gmail.com,Document request,"Could you send me the seller's disclosure for 8344 Sycamore Blvd, Kennesaw, GA (MLS MLS-7349093)?","8344 Sycamore Blvd, Kennesaw, GA",Cobb,MLS-7349093,buy_sell,document,P2,Noa
EM-0500,email,2026-04-15T15:08:00Z,Maria Romano,maria.romano47@gmail.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 9302 Willow Pkwy, Woodstock, GA","9302 Willow Pkwy, Woodstock, GA",Cherokee,,rent_manage,contract,P1,Noa
EM-0501,email,2026-04-15T06:19:00Z,Anna Garcia,anna.garcia80@example-mail.test,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0502,email,2026-04-21T20:12:00Z,Lisa Bell,lisa.bell11@yahoo.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"9464 Willow Pkwy, Cumming, GA",Forsyth,,rent_manage,billing,P2,Noa
EM-0503,email,2026-03-23T10:39:00Z,Sara Cohen,sara.cohen51@gmail.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"3604 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,billing,P2,Noa
EM-0504,email,2026-03-26T23:17:00Z,Priya Patel,priya.patel92@icloud.com,Document request,Lender needs proof of homeowners insurance by end of day.,"1378 Pine Rd, Woodstock, GA",Cherokee,,buy_sell,document,P1,Noa
EM-0505,email,2026-03-18T22:41:00Z,Hannah Cohen,hannah.cohen26@example-mail.test,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"8256 Pine Rd, Canton, GA",Cherokee,,buy_sell,deal,P0,Nathalie
EM-0506,email,2026-03-20T19:29:00Z,Aisha Cohen,aisha.cohen6@outlook.com,Contract / signature needed,"Need your signature on the addendum for 4873 Sycamore Blvd, Marietta, GA before 5pm.","4873 Sycamore Blvd, Marietta, GA",Cobb,,buy_sell,contract,P1,Noa
EM-0507,email,2026-04-25T03:00:00Z,Chris Romano,chris.romano85@yahoo.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0508,email,2026-04-03T12:32:00Z,Hannah Nguyen,hannah.nguyen47@example-mail.test,Contract / signature needed,"Need your signature on the addendum for 5063 Oak Ave, Woodstock, GA before 5pm.","5063 Oak Ave, Woodstock, GA",Cherokee,,buy_sell,contract,P1,Noa
EM-0509,email,2026-04-07T21:02:00Z,Sara Singh,sara.singh88@icloud.com,Showing time change,"Can we move tomorrow's showing at 7005 Riverbend Way, Woodstock, GA from 4pm to 6pm?","7005 Riverbend Way, Woodstock, GA",Cherokee,,buy_sell,showing,P2,Fabi
EM-0510,email,2026-03-30T21:30:00Z,Maria Romano,maria.romano69@example-mail.test,Document request,Lender needs proof of homeowners insurance by end of day.,"7842 Sycamore Blvd, Decatur, GA",DeKalb,,buy_sell,document,P1,Noa
EM-0511,email,2026-05-16T13:33:00Z,Pavel Nguyen,pavel.nguyen58@icloud.com,Selling our home,Considering listing the property in Cobb - can we schedule a CMA?,"9949 Maple Dr, Smyrna, GA",Cobb,,buy_sell,seller_lead,P2,Fabi
EM-0512,email,2026-03-31T07:47:00Z,Sophie Adams,sophie.adams38@gmail.com,Contract / signature needed,"Need your signature on the addendum for 6263 Maple Dr, Cumming, GA before 5pm.","6263 Maple Dr, Cumming, GA",Forsyth,,buy_sell,contract,P1,Noa
EM-0513,email,2026-04-10T11:21:00Z,Definitely Not A Scam,win614@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0514,email,2026-05-14T05:08:00Z,Linda Nguyen,linda.nguyen64@icloud.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"1957 Peachtree St, Canton, GA",Cherokee,,rent_manage,maintenance,P2,Noa
EM-0515,email,2026-04-17T08:03:00Z,Definitely Not A Scam,win109@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0516,email,2026-05-10T20:31:00Z,Brian Davis,brian.davis37@icloud.com,Selling our home,"Hi Nathalie, I'd like to sell my house at 8406 Magnolia Ln, Atlanta, GA. What's the market like in Fulton right now?","8406 Magnolia Ln, Atlanta, GA",Fulton,,buy_sell,seller_lead,P2,Nathalie
EM-0517,email,2026-05-07T00:10:00Z,Ben Adams,ben.adams70@yahoo.com,Urgent - apartment issue,"Gas leak smell in the apartment, I called 911. 3521 Maple Dr, Roswell, GA","3521 Maple Dr, Roswell, GA",Fulton,,rent_manage,tenant_issue,P0,Nathalie
EM-0518,email,2026-03-19T05:10:00Z,Definitely Not A Scam,win116@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0519,email,2026-04-17T18:51:00Z,Olivia Bell,olivia.bell86@example-mail.test,Offer / deal update,"Appraisal came in at $620k for 5546 Peachtree St, Sandy Springs, GA. Numbers look good.","5546 Peachtree St, Sandy Springs, GA",Fulton,,buy_sell,deal,P2,Nathalie
EM-0520,email,2026-04-21T11:55:00Z,Anna Levi,anna.levi51@outlook.com,Urgent - apartment issue,"Locked out of 3599 Magnolia Ln, Brookhaven, GA at 11pm with the kids in the car.","3599 Magnolia Ln, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P0,Nathalie
EM-0521,email,2026-03-21T07:07:00Z,Rachel Khan,rachel.khan46@yahoo.com,Calendar question,"Can we set up a walkthrough next Tuesday for the move-out at 6190 Birch Ct, Cumming, GA?","6190 Birch Ct, Cumming, GA",Forsyth,,rent_manage,scheduling,P2,Noa
EM-0522,email,2026-05-15T05:05:00Z,Definitely Not A Scam,win973@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0523,email,2026-04-27T04:17:00Z,Emily Brown,emily.brown66@icloud.com,Showing time change,"I'm at 6246 Maple Dr, Sandy Springs, GA but the door is locked. Are you on the way?","6246 Maple Dr, Sandy Springs, GA",Fulton,,buy_sell,showing,P1,Nathalie
EM-0524,email,2026-04-11T05:09:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0525,email,2026-04-25T13:36:00Z,Jorge Singh,jorge.singh3@gmail.com,Vendor quote,"Plumber invoice for 5065 Oak Ave, Sandy Springs, GA - approving with your sign-off.","5065 Oak Ave, Sandy Springs, GA",Fulton,,rent_manage,vendor,P3,Noa
EM-0526,email,2026-04-27T11:58:00Z,Pavel Romano,pavel.romano14@example-mail.test,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0527,email,2026-04-08T14:19:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0528,email,2026-05-05T10:57:00Z,Ryan Garcia,ryan.garcia65@gmail.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"8709 Maple Dr, Sugar Hill, GA",Gwinnett,,rent_manage,billing,P2,Noa
EM-0529,email,2026-03-25T22:28:00Z,Anna Cohen,anna.cohen88@icloud.com,Urgent - apartment issue,"AC stopped cooling at 3748 Sycamore Blvd, Cumming, GA. Indoor temp is 84F.","3748 Sycamore Blvd, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P1,Nathalie
EM-0530,email,2026-05-05T01:09:00Z,Tara Rodriguez,tara.rodriguez88@gmail.com,Admin / paperwork,"Insurance renewal for 4493 Birch Ct, Sandy Springs, GA is due next month.","4493 Birch Ct, Sandy Springs, GA",Fulton,,rent_manage,admin,P3,Noa
EM-0531,email,2026-04-21T04:45:00Z,Priya Nguyen,priya.nguyen19@outlook.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0532,email,2026-04-22T06:07:00Z,John Miller,john.miller12@gmail.com,Question about your listing,Looking for a 3BR/2BA in Gwinnett county under $550k. Do you have anything coming up?,"2499 Pine Rd, Lawrenceville, GA",Gwinnett,,buy_sell,buyer_lead,P2,Fabi
EM-0533,email,2026-05-15T22:25:00Z,Rachel Nguyen,rachel.nguyen30@icloud.com,Contract / signature needed,"Need to renew the lease at 2032 Riverbend Way, Kennesaw, GA. Can you send the renewal terms?","2032 Riverbend Way, Kennesaw, GA",Cobb,,rent_manage,contract,P2,Noa
EM-0534,email,2026-04-14T11:56:00Z,Ryan Park,ryan.park42@icloud.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0535,email,2026-05-12T10:36:00Z,Pavel Patel,pavel.patel36@icloud.com,Selling our home,Considering listing the property in Cobb - can we schedule a CMA?,"2811 Cedar Trail, Marietta, GA",Cobb,,buy_sell,seller_lead,P2,Fabi
EM-0536,email,2026-04-18T10:55:00Z,Definitely Not A Scam,win784@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0537,email,2026-04-01T11:32:00Z,Emily Brown,emily.brown85@example-mail.test,Selling our home,Considering listing the property in Forsyth - can we schedule a CMA?,"3454 Pine Rd, Cumming, GA",Forsyth,,buy_sell,seller_lead,P2,Fabi
EM-0538,email,2026-04-25T05:41:00Z,John Rodriguez,john.rodriguez73@outlook.com,Offer / deal update,"Counter-offer received on 4897 Pine Rd, Duluth, GA - they want 5k more. What do you think?","4897 Pine Rd, Duluth, GA",Gwinnett,,buy_sell,deal,P1,Nathalie
EM-0539,email,2026-03-20T11:15:00Z,Definitely Not A Scam,win509@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0540,email,2026-04-16T17:15:00Z,Kate Brown,kate.brown9@icloud.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","3139 Peachtree St, Dunwoody, GA",DeKalb,,rent_manage,tenant_issue,P2,Nathalie
EM-0541,email,2026-05-04T00:31:00Z,Brian Patel,brian.patel41@example-mail.test,Question about your listing,Looking for a 3BR/2BA in Gwinnett county under $550k. Do you have anything coming up?,"7312 Oak Ave, Duluth, GA",Gwinnett,,buy_sell,buyer_lead,P2,Fabi
EM-0542,email,2026-03-28T05:16:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0543,email,2026-03-25T19:19:00Z,John Cohen,john.cohen40@yahoo.com,Vendor quote,"Plumber invoice for 4957 Magnolia Ln, Cumming, GA - approving with your sign-off.","4957 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,vendor,P3,Noa
EM-0544,email,2026-03-25T11:31:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0545,email,2026-04-14T06:53:00Z,Definitely Not A Scam,win658@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0546,email,2026-04-22T19:42:00Z,Emily Martinez,emily.martinez94@icloud.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"5959 Maple Dr, Woodstock, GA",Cherokee,,rent_manage,billing,P2,Noa
EM-0547,email,2026-03-19T21:42:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0548,email,2026-04-28T06:11:00Z,Rachel Romano,rachel.romano73@outlook.com,Question about your listing,"Our offer on 4052 Maple Dr, Decatur, GA expires at 5pm today, can you confirm acceptance??","4052 Maple Dr, Decatur, GA",DeKalb,,buy_sell,buyer_lead,P0,Nathalie
EM-0549,email,2026-03-20T08:18:00Z,Emily Brown,emily.brown35@yahoo.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 910 Peachtree St, Marietta, GA","910 Peachtree St, Marietta, GA",Cobb,,rent_manage,contract,P1,Noa
EM-0550,email,2026-03-22T01:34:00Z,Nina Garcia,nina.garcia87@gmail.com,Urgent - apartment issue,"AC stopped cooling at 9396 Willow Pkwy, Decatur, GA. Indoor temp is 84F.","9396 Willow Pkwy, Decatur, GA",DeKalb,,rent_manage,tenant_issue,P1,Nathalie
EM-0551,email,2026-04-14T00:29:00Z,Kate Singh,kate.singh83@yahoo.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0552,email,2026-04-02T12:55:00Z,Rachel Cohen,rachel.cohen77@yahoo.com,Showing time change,"Running 15 min late to the showing at 7890 Cedar Trail, Lawrenceville, GA, please tell the agent.","7890 Cedar Trail, Lawrenceville, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0553,email,2026-03-22T12:48:00Z,Definitely Not A Scam,win493@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0554,email,2026-05-07T00:44:00Z,Aaron Rodriguez,aaron.rodriguez77@example-mail.test,Vendor quote,"The painter quoted $1,800 for unit B at 7932 Magnolia Ln, Cumming, GA - does that look right?","7932 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,vendor,P2,Noa
EM-0555,email,2026-04-24T01:40:00Z,John Rodriguez,john.rodriguez79@outlook.com,Document request,"Could you send me the seller's disclosure for 1311 Pine Rd, Decatur, GA (MLS MLS-7800798)?","1311 Pine Rd, Decatur, GA",DeKalb,MLS-7800798,buy_sell,document,P2,Noa
EM-0556,email,2026-04-29T03:23:00Z,Maria Martinez,maria.martinez28@example-mail.test,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"7201 Riverbend Way, Canton, GA",Cherokee,,buy_sell,deal,P0,Nathalie
EM-0557,email,2026-03-24T20:56:00Z,Hannah Park,hannah.park44@yahoo.com,Calendar question,"Can we set up a walkthrough next Tuesday for the move-out at 1529 Magnolia Ln, Cumming, GA?","1529 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,scheduling,P2,Noa
EM-0558,email,2026-04-11T03:53:00Z,Jorge Rodriguez,jorge.rodriguez7@icloud.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 400 Maple Dr, Kennesaw, GA","400 Maple Dr, Kennesaw, GA",Cobb,,rent_manage,tenant_issue,P2,Nathalie
EM-0559,email,2026-03-23T01:49:00Z,Pavel Bell,pavel.bell62@gmail.com,Showing time change,"I'm at 7250 Pine Rd, Sugar Hill, GA but the door is locked. Are you on the way?","7250 Pine Rd, Sugar Hill, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0560,email,2026-04-02T16:40:00Z,Nina Singh,nina.singh40@gmail.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"9962 Magnolia Ln, Brookhaven, GA",DeKalb,,buy_sell,buyer_lead,P1,Nathalie
EM-0561,email,2026-03-26T21:16:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0562,email,2026-05-02T10:31:00Z,Sam Khan,sam.khan65@gmail.com,Showing time change,"Running 15 min late to the showing at 7498 Peachtree St, Sugar Hill, GA, please tell the agent.","7498 Peachtree St, Sugar Hill, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0563,email,2026-03-28T20:26:00Z,Rachel Park,rachel.park34@icloud.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"501 Birch Ct, Smyrna, GA",Cobb,,rent_manage,billing,P2,Noa
EM-0564,email,2026-03-28T01:54:00Z,Sophie Johnson,sophie.johnson19@icloud.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 3468 Willow Pkwy, Marietta, GA!!","3468 Willow Pkwy, Marietta, GA",Cobb,,rent_manage,tenant_issue,P0,Nathalie
EM-0565,email,2026-04-06T12:57:00Z,Aaron Bell,aaron.bell65@icloud.com,Selling our home,Considering listing the property in Gwinnett - can we schedule a CMA?,"7058 Magnolia Ln, Lawrenceville, GA",Gwinnett,,buy_sell,seller_lead,P2,Fabi
EM-0566,email,2026-05-05T15:08:00Z,Sam Cohen,sam.cohen57@yahoo.com,Question about your listing,"Hi, I saw the listing at 4758 Magnolia Ln, Lawrenceville, GA. Is it still available? I'd love a tour this weekend.","4758 Magnolia Ln, Lawrenceville, GA",Gwinnett,,buy_sell,buyer_lead,P2,Fabi
EM-0567,email,2026-05-10T14:02:00Z,Daniel Brown,daniel.brown5@gmail.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 4158 Sycamore Blvd, Smyrna, GA!!","4158 Sycamore Blvd, Smyrna, GA",Cobb,,rent_manage,tenant_issue,P0,Nathalie
EM-0568,email,2026-03-29T09:00:00Z,Aaron Nguyen,aaron.nguyen91@outlook.com,Contract / signature needed,"Need to renew the lease at 652 Sycamore Blvd, Duluth, GA. Can you send the renewal terms?","652 Sycamore Blvd, Duluth, GA",Gwinnett,,rent_manage,contract,P2,Noa
EM-0569,email,2026-04-27T07:32:00Z,Chris Patel,chris.patel62@example-mail.test,Selling our home,"Hi Nathalie, I'd like to sell my house at 4247 Cedar Trail, Woodstock, GA. What's the market like in Cherokee right now?","4247 Cedar Trail, Woodstock, GA",Cherokee,,buy_sell,seller_lead,P2,Fabi
EM-0570,email,2026-04-30T05:41:00Z,Ben Garcia,ben.garcia38@outlook.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"3891 Oak Ave, Sugar Hill, GA",Gwinnett,,buy_sell,deal,P0,Nathalie
EM-0571,email,2026-03-30T16:20:00Z,Tara Miller,tara.miller19@outlook.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0572,email,2026-05-10T18:57:00Z,Sara Johnson,sara.johnson90@icloud.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"2822 Maple Dr, Woodstock, GA",Cherokee,,buy_sell,buyer_lead,P1,Fabi
EM-0573,email,2026-04-02T13:35:00Z,Sophie Levi,sophie.levi47@example-mail.test,Showing time change,"Can we move tomorrow's showing at 527 Sycamore Blvd, Woodstock, GA from 4pm to 6pm?","527 Sycamore Blvd, Woodstock, GA",Cherokee,,buy_sell,showing,P2,Fabi
EM-0574,email,2026-05-02T09:36:00Z,Linda Levi,linda.levi8@outlook.com,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","905 Sycamore Blvd, Canton, GA",Cherokee,,rent_manage,admin,P3,Noa
EM-0575,email,2026-05-08T22:45:00Z,Tom Romano,tom.romano42@outlook.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 2344 Cedar Trail, Kennesaw, GA","2344 Cedar Trail, Kennesaw, GA",Cobb,,rent_manage,contract,P1,Noa
EM-0576,email,2026-05-12T16:39:00Z,John Davis,john.davis57@example-mail.test,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","296 Willow Pkwy, Duluth, GA",Gwinnett,,rent_manage,admin,P3,Noa
EM-0577,email,2026-04-06T09:11:00Z,Definitely Not A Scam,win874@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0578,email,2026-05-12T13:40:00Z,Aisha Martinez,aisha.martinez56@example-mail.test,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","5180 Peachtree St, Canton, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0579,email,2026-04-18T05:26:00Z,Daniel Brown,daniel.brown35@example-mail.test,Offer / deal update,"Counter-offer received on 1312 Willow Pkwy, Decatur, GA - they want 5k more. What do you think?","1312 Willow Pkwy, Decatur, GA",DeKalb,,buy_sell,deal,P1,Nathalie
EM-0580,email,2026-04-27T07:30:00Z,Olivia Bell,olivia.bell22@yahoo.com,Offer / deal update,"Appraisal came in at $620k for 1795 Peachtree St, Smyrna, GA. Numbers look good.","1795 Peachtree St, Smyrna, GA",Cobb,,buy_sell,deal,P2,Nathalie
EM-0581,email,2026-04-10T17:20:00Z,Sophie Adams,sophie.adams12@example-mail.test,Question about your listing,Looking for a 3BR/2BA in Forsyth county under $550k. Do you have anything coming up?,"5885 Birch Ct, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P2,Fabi
EM-0582,email,2026-03-18T12:16:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0583,email,2026-05-13T08:54:00Z,Ethan Bell,ethan.bell11@outlook.com,Offer / deal update,"Counter-offer received on 6837 Magnolia Ln, Dunwoody, GA - they want 5k more. What do you think?","6837 Magnolia Ln, Dunwoody, GA",DeKalb,,buy_sell,deal,P1,Nathalie
